,fecha_del_hecho,dia,mes,año,dia_de_la_semana,hora_del_hecho,rango-hora,género,comuna/corregimiento,barrio/vereda,clase_de_sitio,modalidad,arma-medio,móvil_agresor,móvil_víctima,edad,rango-edad,conducta,marca_del_vehículo
782,14/03/2018,14,marzo,"2,018",miércoles,13:00,12:00 -17:59,Femenino,8,LAS AMERICAS,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
783,14/03/2018,14,marzo,"2,018",miércoles,20:30,18:00 -23:59,Masculino,10,LAS PALMAS ETAPA I,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
784,14/03/2018,14,marzo,"2,018",miércoles,20:30,18:00 -23:59,Sin dato,10,LAS PALMAS ETAPA I,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
785,14/03/2018,14,marzo,"2,018",miércoles,8:30,6:00 -11:59,Sin dato,4,CENTRO,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
786,15/03/2018,15,marzo,"2,018",jueves,22:00,18:00 -23:59,Masculino,4,SAN PEDRO,TRANSPORTE PÚBLICO,Factor de oportunidad,Sin empleo de arma,Taxi,Pasajero de taxi,20,20-24,Hurto a Personas,No aplica
787,15/03/2018,15,marzo,"2,018",jueves,3:30,00:00 - 5:59,Masculino,4,CENTRO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,Bicicleta,24,20-24,Hurto a Personas,No aplica
788,15/03/2018,15,marzo,"2,018",jueves,17:00,12:00 -17:59,Masculino,7,CALIXTO LEYVA,PLAZAS DE MERCADO,Raponazo,Sin empleo de arma,A pie,A pie,28,25-30,Hurto a Personas,No aplica
789,15/03/2018,15,marzo,"2,018",jueves,22:45,18:00 -23:59,Femenino,1,SANTA INES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,32,31-35,Hurto a Personas,No aplica
790,15/03/2018,15,marzo,"2,018",jueves,16:22,12:00 -17:59,Masculino,5,LOS GUADUALES,RODANDO SOBRE VIA - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,Vehículo,33,31-35,Hurto a Personas,No aplica
791,15/03/2018,15,marzo,"2,018",jueves,16:30,12:00 -17:59,Masculino,5,LOS GUADUALES,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,Motocicleta,33,31-35,Hurto a Personas,No aplica
792,15/03/2018,15,marzo,"2,018",jueves,10:30,6:00 -11:59,Masculino,Corregimiento Fortalecillas,VEREDA FORTALECILLAS,CARRETERA,Factor de oportunidad,Sin empleo de arma,A pie,Motocicleta,34,31-35,Hurto a Personas,No aplica
793,15/03/2018,15,marzo,"2,018",jueves,15:20,12:00 -17:59,Masculino,6,ARISMENDI MORA PERDOMO,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,59,56-60,Hurto a Personas,No aplica
794,15/03/2018,15,marzo,"2,018",jueves,14:00,12:00 -17:59,Masculino,8,BAJO PEDREGAL,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
795,15/03/2018,15,marzo,"2,018",jueves,18:30,18:00 -23:59,Masculino,4,CENTRO,APARTAMENTO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
796,15/03/2018,15,marzo,"2,018",jueves,20:00,18:00 -23:59,Masculino,7,CALIXTO LEYVA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
797,15/03/2018,15,marzo,"2,018",jueves,15:15,12:00 -17:59,Sin dato,1,COLMENAR ETAPA I,ENTIDAD PUBLICA / ESTATAL,Factor de oportunidad,No reportado,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
798,16/03/2018,16,marzo,"2,018",viernes,21:00,18:00 -23:59,Femenino,6,SAN JORGE,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,18,18-19,Hurto a Personas,No aplica
799,16/03/2018,16,marzo,"2,018",viernes,22:30,18:00 -23:59,Masculino,3,LA TOMA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,29,25-30,Hurto a Personas,No aplica
800,16/03/2018,16,marzo,"2,018",viernes,19:40,18:00 -23:59,Masculino,10,VILLA NADIA,CASAS DE HABITACION,Fleteo,Arma de fuego,Motocicleta,A pie,35,31-35,Hurto a Personas,No aplica
801,16/03/2018,16,marzo,"2,018",viernes,18:05,18:00 -23:59,Masculino,9,ALBERTO GALINDO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,35,31-35,Hurto a Personas,No aplica
802,16/03/2018,16,marzo,"2,018",viernes,2:15,00:00 - 5:59,Masculino,4,LOS MARTIRES,CONJUNTO RESIDENCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,65,>61,Hurto a Personas,No aplica
803,16/03/2018,16,marzo,"2,018",viernes,0:00,00:00 - 5:59,Masculino,8,ALFONSO LOPEZ,CASAS DE HABITACION,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
804,16/03/2018,16,marzo,"2,018",viernes,12:00,12:00 -17:59,Masculino,3,CAMPO NUÑEZ,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
805,16/03/2018,16,marzo,"2,018",viernes,18:00,18:00 -23:59,Masculino,4,ALTICO,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
806,16/03/2018,16,marzo,"2,018",viernes,9:00,6:00 -11:59,Sin dato,6,CUARTO CENTENARIO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
807,16/03/2018,16,marzo,"2,018",viernes,0:00,00:00 - 5:59,Masculino,2,GUALANDAY ETAPA I,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,28,25-30,Hurto a motos,HONDA
808,17/03/2018,17,marzo,"2,018",sábado,18:20,18:00 -23:59,Femenino,4,CENTRO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,18,18-19,Hurto a Personas,No aplica
809,17/03/2018,17,marzo,"2,018",sábado,6:26,6:00 -11:59,Masculino,6,BOGOTA,INSTALACIONES DE LA POLICIA,Violación cerraduras,Contundente,A pie,A pie,18,18-19,Hurto a Personas,No aplica
810,17/03/2018,17,marzo,"2,018",sábado,20:05,18:00 -23:59,Masculino,3,SAN VICENTE DE PAUL,VIAS PUBLICAS,Atraco,Arma blanca,Taxi,Bicicleta,20,20-24,Hurto a Personas,No aplica
811,17/03/2018,17,marzo,"2,018",sábado,9:30,6:00 -11:59,Femenino,4,CENTRO,CENTRO COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,30,25-30,Hurto a Personas,No aplica
812,17/03/2018,17,marzo,"2,018",sábado,0:00,00:00 - 5:59,Masculino,1,CANDIDO LEGUIZAMO,VIAS PUBLICAS,Factor de oportunidad,Contundente,A pie,Vehículo,34,31-35,Hurto a Personas,No aplica
813,17/03/2018,17,marzo,"2,018",sábado,15:00,12:00 -17:59,Masculino,7,LAS BRISAS,VIAS PUBLICAS,Factor de oportunidad,Contundente,A pie,A pie,35,31-35,Hurto a Personas,No aplica
814,17/03/2018,17,marzo,"2,018",sábado,11:45,6:00 -11:59,Femenino,2,LAS GRANJAS,ALMACENES,Atraco,Arma blanca,Motocicleta,A pie,37,36-40,Hurto a Personas,No aplica
815,17/03/2018,17,marzo,"2,018",sábado,20:00,18:00 -23:59,Masculino,4,SAN PEDRO,"BARES, CANTINAS Y SIMILARES",Escopolaminado,Escopolamina,A pie,A pie,47,46-50,Hurto a Personas,No aplica
816,17/03/2018,17,marzo,"2,018",sábado,16:00,12:00 -17:59,Masculino,Corregimiento San Luís,VEREDA SAN LUIS,TRAMO DE VIA,Halado,Sin empleo de arma,A pie,A pie,39,36-40,Hurto a motos,SUZUKI
817,17/03/2018,17,marzo,"2,018",sábado,10:30,6:00 -11:59,Masculino,4,LOS ALMENDROS,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,51,51-55,Hurto a motos,AKT
818,18/03/2018,18,marzo,"2,018",domingo,6:30,6:00 -11:59,Femenino,2,LAS GRANJAS,TIENDA,Cosquilleo,Sin empleo de arma,A pie,A pie,20,20-24,Hurto a Personas,No aplica
819,18/03/2018,18,marzo,"2,018",domingo,12:50,12:00 -17:59,Femenino,2,AEROPUERTO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,21,20-24,Hurto a Personas,No aplica
820,18/03/2018,18,marzo,"2,018",domingo,13:15,12:00 -17:59,Masculino,8,ACACIAS ETAPA I,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,23,20-24,Hurto a Personas,No aplica
821,18/03/2018,18,marzo,"2,018",domingo,17:30,12:00 -17:59,Femenino,6,ENCENILLO,FRENTE A COLEGIO - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,23,20-24,Hurto a Personas,No aplica
822,18/03/2018,18,marzo,"2,018",domingo,15:00,12:00 -17:59,Masculino,2,VENECIA,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a Personas,No aplica
823,18/03/2018,18,marzo,"2,018",domingo,1:30,00:00 - 5:59,Femenino,9,LUIS EDUARDO VANEGAS,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,49,46-50,Hurto a Personas,No aplica
824,18/03/2018,18,marzo,"2,018",domingo,15:00,12:00 -17:59,Masculino,1,VILLA DEL RIO,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
825,18/03/2018,18,marzo,"2,018",domingo,21:30,18:00 -23:59,Sin dato,Corregimiento Guacirco,VEREDA SAN FRANCISCO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
826,19/03/2018,19,marzo,"2,018",lunes,7:00,6:00 -11:59,Masculino,4,ALTICO,HOSPITALES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,68,>61,Hurto a Personas,No aplica
827,19/03/2018,19,marzo,"2,018",lunes,12:00,12:00 -17:59,Masculino,3,JOSE EUSTACIO RIVERA,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
828,19/03/2018,19,marzo,"2,018",lunes,2:00,00:00 - 5:59,Sin dato,7,CALIXTO LEYVA,LOCAL COMERCIAL,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
829,19/03/2018,19,marzo,"2,018",lunes,15:00,12:00 -17:59,Masculino,2,VILLA MILENA,VIAS PUBLICAS,Halado,Llave maestra,A pie,A pie,31,31-35,Hurto a motos,SUZUKI
830,20/03/2018,20,marzo,"2,018",martes,21:30,18:00 -23:59,Femenino,3,SEVILLA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,23,20-24,Hurto a Personas,No aplica
831,20/03/2018,20,marzo,"2,018",martes,6:15,6:00 -11:59,Femenino,8,LOS PARQUES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,26,25-30,Hurto a Personas,No aplica
832,20/03/2018,20,marzo,"2,018",martes,6:30,6:00 -11:59,Femenino,2,VILLA CAROLINA,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,28,25-30,Hurto a Personas,No aplica
833,20/03/2018,20,marzo,"2,018",martes,8:00,6:00 -11:59,Femenino,8,PEÑON REDONDO,VIAS PUBLICAS,Atraco,Arma blanca,Taxi,Motocicleta,28,25-30,Hurto a Personas,No aplica
834,20/03/2018,20,marzo,"2,018",martes,8:15,6:00 -11:59,Masculino,5,LA LIBERTAD,ESTADIO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,36,36-40,Hurto a Personas,No aplica
835,20/03/2018,20,marzo,"2,018",martes,7:00,6:00 -11:59,Masculino,4,ESTADIO URDANETA,INTERIOR VEHICULO PARTICULAR,Violación cerraduras,Contundente,Motocicleta,Vehículo,39,36-40,Hurto a Personas,No aplica
836,20/03/2018,20,marzo,"2,018",martes,15:30,12:00 -17:59,Masculino,3,CONJ. RESID. BRISAS DEL MAGDALENA,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,57,56-60,Hurto a Personas,No aplica
837,20/03/2018,20,marzo,"2,018",martes,0:00,00:00 - 5:59,Femenino,7,IPANEMA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
838,20/03/2018,20,marzo,"2,018",martes,2:00,00:00 - 5:59,Masculino,2,VILLA ALEJANDRA,CASAS DE HABITACION,Rompimiento pared,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
839,20/03/2018,20,marzo,"2,018",martes,8:00,6:00 -11:59,Masculino,5,MONSERRATE,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
840,20/03/2018,20,marzo,"2,018",martes,20:30,18:00 -23:59,Masculino,7,PRADO ALTO,CASAS DE HABITACION,Violación cerraduras,Palanca,Motocicleta,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
841,20/03/2018,20,marzo,"2,018",martes,9:00,6:00 -11:59,Sin dato,3,QUIRINAL,OFICINAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
842,20/03/2018,20,marzo,"2,018",martes,15:00,12:00 -17:59,Sin dato,4,ALTICO,HOSPITALES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
843,20/03/2018,20,marzo,"2,018",martes,20:00,18:00 -23:59,Sin dato,4,CENTRO,PARQUEADERO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
844,21/03/2018,21,marzo,"2,018",miércoles,6:05,6:00 -11:59,Masculino,6,TIMANCO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,19,18-19,Hurto a Personas,No aplica
845,21/03/2018,21,marzo,"2,018",miércoles,20:00,18:00 -23:59,Masculino,2,LOS ANDES,CALLEJÓN,Atraco,Arma blanca,A pie,A pie,29,25-30,Hurto a Personas,No aplica
846,21/03/2018,21,marzo,"2,018",miércoles,4:05,00:00 - 5:59,Femenino,4,BONILLA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,30,25-30,Hurto a Personas,No aplica
847,21/03/2018,21,marzo,"2,018",miércoles,0:20,00:00 - 5:59,Masculino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Vehículo,34,31-35,Hurto a Personas,No aplica
848,21/03/2018,21,marzo,"2,018",miércoles,11:15,6:00 -11:59,Masculino,1,CANDIDO LEGUIZAMO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,41,41-45,Hurto a Personas,No aplica
849,21/03/2018,21,marzo,"2,018",miércoles,20:10,18:00 -23:59,Masculino,1,COLMENAR ETAPA I,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,44,41-45,Hurto a Personas,No aplica
850,21/03/2018,21,marzo,"2,018",miércoles,18:00,18:00 -23:59,Femenino,1,LOS DUJOS,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,55,51-55,Hurto a Personas,No aplica
851,21/03/2018,21,marzo,"2,018",miércoles,11:00,6:00 -11:59,Masculino,1,VILLA MAGDALENA NORTE,LOCAL COMERCIAL,Atraco,Arma blanca,A pie,A pie,67,>61,Hurto a Personas,No aplica
852,21/03/2018,21,marzo,"2,018",miércoles,0:00,00:00 - 5:59,Sin dato,1,COLMENAR ETAPA I,OTRO,Vandalismo,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
853,21/03/2018,21,marzo,"2,018",miércoles,12:00,12:00 -17:59,Masculino,3,SANTA LIBRADA,FRENTE A RESIDENCIAS - VIA PUBLICA,Halado,Sin empleo de arma,A pie,A pie,26,25-30,Hurto a motos,HONDA
854,21/03/2018,21,marzo,"2,018",miércoles,19:10,18:00 -23:59,Masculino,6,MANZANARES,VIAS PUBLICAS,Halado,Llave maestra,A pie,A pie,57,56-60,Hurto a motos,YAMAHA
855,22/03/2018,22,marzo,"2,018",jueves,10:45,6:00 -11:59,Masculino,6,SANTA ISABEL,VIAS PUBLICAS,Atraco,Contundente,A pie,Bicicleta,15,15-17,Hurto a Personas,No aplica
856,22/03/2018,22,marzo,"2,018",jueves,14:20,12:00 -17:59,Femenino,6,CUARTO CENTENARIO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,17,15-17,Hurto a Personas,No aplica
857,22/03/2018,22,marzo,"2,018",jueves,18:00,18:00 -23:59,Femenino,10,LAS PALMAS ETAPA I,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Arma blanca,Pasajero de bus,Pasajero de bus,20,20-24,Hurto a Personas,No aplica
858,22/03/2018,22,marzo,"2,018",jueves,11:30,6:00 -11:59,Masculino,9,VILLA MAGDALENA,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,30,25-30,Hurto a Personas,No aplica
859,22/03/2018,22,marzo,"2,018",jueves,17:26,12:00 -17:59,Masculino,4,LOS MARTIRES,OFICINAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,36,36-40,Hurto a Personas,No aplica
860,22/03/2018,22,marzo,"2,018",jueves,20:40,18:00 -23:59,Femenino,4,CENTRO,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,43,41-45,Hurto a Personas,No aplica
861,22/03/2018,22,marzo,"2,018",jueves,17:00,12:00 -17:59,Sin dato,7,IPANEMA,ALMACENES,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
862,22/03/2018,22,marzo,"2,018",jueves,16:30,12:00 -17:59,Masculino,Corregimiento Chapinero,VEREDA CHAPINERO,TRAMO DE VIA,Atraco,Arma de fuego,A pie,Motocicleta,32,31-35,Hurto a motos,AKT
863,23/03/2018,23,marzo,"2,018",viernes,21:30,18:00 -23:59,Femenino,2,GUALANDAY ETAPA II,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,27,25-30,Hurto a Personas,No aplica
864,23/03/2018,23,marzo,"2,018",viernes,16:30,12:00 -17:59,Femenino,2,ALAMOS NORTE,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,31,31-35,Hurto a Personas,No aplica
865,23/03/2018,23,marzo,"2,018",viernes,21:00,18:00 -23:59,Masculino,3,CAMPO NUÑEZ,INTERIOR VEHICULO PARTICULAR,Rompimiento vidrio,Contundente,A pie,Vehículo,35,31-35,Hurto a Personas,No aplica
866,23/03/2018,23,marzo,"2,018",viernes,0:05,00:00 - 5:59,Masculino,8,PANORAMA ETAPA I,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,A pie,A pie,49,46-50,Hurto a Personas,No aplica
867,23/03/2018,23,marzo,"2,018",viernes,14:00,12:00 -17:59,Masculino,9,VILLA NAZARETH,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,63,>61,Hurto a Personas,No aplica
868,23/03/2018,23,marzo,"2,018",viernes,18:25,18:00 -23:59,Femenino,7,LA GAITANA COLONIAL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Vehículo,66,>61,Hurto a Personas,No aplica
869,23/03/2018,23,marzo,"2,018",viernes,2:00,00:00 - 5:59,Masculino,2,LOS ANDES,CASAS DE HABITACION,Ventosa,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
870,23/03/2018,23,marzo,"2,018",viernes,3:40,00:00 - 5:59,Masculino,1,LA VORAGINE,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
871,23/03/2018,23,marzo,"2,018",viernes,2:00,00:00 - 5:59,Sin dato,1,VILLA MARIA,ESTABLECIMIENTO DE COMERCIO,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
872,23/03/2018,23,marzo,"2,018",viernes,14:12,12:00 -17:59,Sin dato,4,CENTRO,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
873,24/03/2018,24,marzo,"2,018",sábado,20:30,18:00 -23:59,Femenino,6,SANTA ISABEL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,Motocicleta,26,25-30,Hurto a Personas,No aplica
874,24/03/2018,24,marzo,"2,018",sábado,20:00,18:00 -23:59,Masculino,6,BELLA VISTA,INTERIOR VEHICULO SERVICIO PUBLICO,Raponazo,Sin empleo de arma,Motocicleta,Pasajero de taxi,27,25-30,Hurto a Personas,No aplica
875,24/03/2018,24,marzo,"2,018",sábado,4:00,00:00 - 5:59,Femenino,6,TIMANCO,VIAS PUBLICAS,Atraco,Arma blanca,Bicicleta,A pie,28,25-30,Hurto a Personas,No aplica
876,24/03/2018,24,marzo,"2,018",sábado,8:00,6:00 -11:59,Masculino,5,EL CANELO II,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,36,36-40,Hurto a Personas,No aplica
877,24/03/2018,24,marzo,"2,018",sábado,2:30,00:00 - 5:59,Masculino,6,TIMANCO,APARTAMENTO,Ventosa,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
878,24/03/2018,24,marzo,"2,018",sábado,5:00,00:00 - 5:59,Femenino,3,JOSE EUSTACIO RIVERA,CASAS DE HABITACION,Violación cerraduras,Palanca,Motocicleta,Motocicleta,Sin dato,Sin dato,Hurto a Residencias,No aplica
879,24/03/2018,24,marzo,"2,018",sábado,9:00,6:00 -11:59,Sin dato,6,ZONA INDUSTRIAL,INTERIOR VEHICULO SERVICIO PUBLICO,Factor de oportunidad,Sin empleo de arma,A pie,Vehículo,Sin dato,Sin dato,Hurto a comercio,No aplica
880,24/03/2018,24,marzo,"2,018",sábado,10:00,6:00 -11:59,Sin dato,10,LAS PALMAS ETAPA I,TALLERES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
881,24/03/2018,24,marzo,"2,018",sábado,15:10,12:00 -17:59,Sin dato,2,LAS GRANJAS,ALMACENES,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
882,24/03/2018,24,marzo,"2,018",sábado,3:00,00:00 - 5:59,Masculino,2,AEROPUERTO,VIAS PUBLICAS,Halado,Llave maestra,A pie,A pie,34,31-35,Hurto a motos,HONDA
883,26/03/2018,26,marzo,"2,018",lunes,14:38,12:00 -17:59,Femenino,7,VENTILADOR,SOBRE ANDEN - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,23,20-24,Hurto a Personas,No aplica
884,26/03/2018,26,marzo,"2,018",lunes,8:30,6:00 -11:59,Femenino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,32,31-35,Hurto a Personas,No aplica
885,26/03/2018,26,marzo,"2,018",lunes,10:30,6:00 -11:59,Masculino,4,CENTRO,VIAS PUBLICAS,Cosquilleo,Sin empleo de arma,A pie,A pie,37,36-40,Hurto a Personas,No aplica
886,26/03/2018,26,marzo,"2,018",lunes,17:18,12:00 -17:59,Masculino,4,CENTRO,OFICINAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,37,36-40,Hurto a Personas,No aplica
887,26/03/2018,26,marzo,"2,018",lunes,19:30,18:00 -23:59,Masculino,6,SANTA ISABEL,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,49,46-50,Hurto a Personas,No aplica
888,26/03/2018,26,marzo,"2,018",lunes,0:00,00:00 - 5:59,Femenino,1,LA ESPERANZA,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
889,26/03/2018,26,marzo,"2,018",lunes,7:30,6:00 -11:59,Masculino,3,CAMPO NUÑEZ,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
890,26/03/2018,26,marzo,"2,018",lunes,19:00,18:00 -23:59,Masculino,9,ALBERTO GALINDO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
891,26/03/2018,26,marzo,"2,018",lunes,21:00,18:00 -23:59,Sin dato,2,LAS GRANJAS,ALMACENES,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
892,27/03/2018,27,marzo,"2,018",martes,22:55,18:00 -23:59,Masculino,7,IPANEMA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,18,18-19,Hurto a Personas,No aplica
893,27/03/2018,27,marzo,"2,018",martes,6:30,6:00 -11:59,Femenino,6,SAN JORGE,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,Motocicleta,24,20-24,Hurto a Personas,No aplica
894,27/03/2018,27,marzo,"2,018",martes,11:00,6:00 -11:59,Femenino,6,LOS CAOBOS,INTERIOR VEHICULO SERVICIO PUBLICO,Factor de oportunidad,Contundente,Pasajero de bus,Pasajero de bus,25,25-30,Hurto a Personas,No aplica
895,27/03/2018,27,marzo,"2,018",martes,11:35,6:00 -11:59,Femenino,6,SANTA ISABEL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,Vehículo,32,31-35,Hurto a Personas,No aplica
896,27/03/2018,27,marzo,"2,018",martes,17:30,12:00 -17:59,Masculino,7,IPANEMA,CENTRO COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,39,36-40,Hurto a Personas,No aplica
897,27/03/2018,27,marzo,"2,018",martes,10:10,6:00 -11:59,Masculino,6,ANDALUCIA I ETAPA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,52,51-55,Hurto a Personas,No aplica
898,27/03/2018,27,marzo,"2,018",martes,2:00,00:00 - 5:59,Femenino,8,BAJO PEDREGAL,CASAS DE HABITACION,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
899,27/03/2018,27,marzo,"2,018",martes,18:30,18:00 -23:59,Masculino,9,TERCER MILENIO,APARTAMENTO,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
900,27/03/2018,27,marzo,"2,018",martes,2:00,00:00 - 5:59,Sin dato,7,CALIXTO LEYVA,OFICINAS,Ventosa,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
901,27/03/2018,27,marzo,"2,018",martes,9:30,6:00 -11:59,Femenino,6,SANTA ISABEL,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,26,25-30,Hurto a motos,BAJAJ
