,fecha_del_hecho,dia,mes,año,dia_de_la_semana,hora_del_hecho,rango-hora,género,comuna/corregimiento,barrio/vereda,clase_de_sitio,modalidad,arma-medio,móvil_agresor,móvil_víctima,edad,rango-edad,conducta,marca_del_vehículo
123,12/01/2018,12,enero,"2,018",viernes,14:45,12:00 -17:59,Masculino,1,CANDIDO LEGUIZAMO,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,Bicicleta,A pie,56,56-60,Hurto a Personas,No aplica
124,12/01/2018,12,enero,"2,018",viernes,5:10,00:00 - 5:59,Sin dato,1,EL TRIANGULO,CARRETERA,Factor de oportunidad,Sin empleo de arma,Motocicleta,Vehículo,Sin dato,Sin dato,Hurto a Personas,No aplica
125,12/01/2018,12,enero,"2,018",viernes,14:20,12:00 -17:59,Femenino,1,LOS ANDAQUIES,CASAS DE HABITACION,Atraco,Arma de fuego,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
126,12/01/2018,12,enero,"2,018",viernes,20:15,18:00 -23:59,Masculino,1,EL TRIANGULO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
127,12/01/2018,12,enero,"2,018",viernes,19:30,18:00 -23:59,Masculino,7,CONDOMINIO ALTOS DE LA PRADERA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Motocicleta,29,25-30,Hurto a motos,KTM
128,12/01/2018,12,enero,"2,018",viernes,1:19,00:00 - 5:59,Femenino,6,BOSQUES DE SAN LUIS,PARQUEADERO,Halado,Llave maestra,A pie,A pie,35,31-35,Hurto a motos,HONDA
129,13/01/2018,13,enero,"2,018",sábado,22:20,18:00 -23:59,Masculino,5,LOS GUADUALES,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,19,18-19,Hurto a Personas,No aplica
130,13/01/2018,13,enero,"2,018",sábado,13:30,12:00 -17:59,Femenino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
131,13/01/2018,13,enero,"2,018",sábado,10:30,6:00 -11:59,Masculino,4,CENTRO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,23,20-24,Hurto a Personas,No aplica
132,13/01/2018,13,enero,"2,018",sábado,20:30,18:00 -23:59,Masculino,1,MIRA RIO ETAPA II,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,32,31-35,Hurto a Personas,No aplica
133,13/01/2018,13,enero,"2,018",sábado,22:15,18:00 -23:59,Femenino,10,MISAEL PASTRANA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,35,31-35,Hurto a Personas,No aplica
134,13/01/2018,13,enero,"2,018",sábado,13:15,12:00 -17:59,Masculino,9,LUIS IGNACIO ANDRADE,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,Motocicleta,35,31-35,Hurto a Personas,No aplica
135,13/01/2018,13,enero,"2,018",sábado,20:00,18:00 -23:59,Femenino,5,VILLA CAFE,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
136,13/01/2018,13,enero,"2,018",sábado,20:25,18:00 -23:59,Masculino,6,ARISMENDI MORA PERDOMO,INTERIOR VEHICULO SERVICIO PUBLICO,Factor de oportunidad,Sin empleo de arma,A pie,Conductor de bus,38,36-40,Hurto a Personas,No aplica
137,13/01/2018,13,enero,"2,018",sábado,20:30,18:00 -23:59,Masculino,2,EL CORTIJO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,52,51-55,Hurto a Personas,No aplica
138,13/01/2018,13,enero,"2,018",sábado,10:00,6:00 -11:59,Masculino,4,LOS MARTIRES,OTRO,Factor de oportunidad,Contundente,A pie,A pie,53,51-55,Hurto a Personas,No aplica
139,13/01/2018,13,enero,"2,018",sábado,12:30,12:00 -17:59,Femenino,3,CAMPO NUÑEZ,CASAS DE HABITACION,Llave maestra,Llave maestra,Motocicleta,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
140,13/01/2018,13,enero,"2,018",sábado,10:20,6:00 -11:59,Sin dato,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Descuelgue de mercancía,Sin empleo de arma,A pie,Vehículo,Sin dato,Sin dato,Hurto a comercio,No aplica
141,13/01/2018,13,enero,"2,018",sábado,21:10,18:00 -23:59,Sin dato,2,LAS GRANJAS,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
142,14/01/2018,14,enero,"2,018",domingo,2:06,00:00 - 5:59,Femenino,3,CHAPINERO,SOBRE ANDEN - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,19,18-19,Hurto a Personas,No aplica
143,14/01/2018,14,enero,"2,018",domingo,10:00,6:00 -11:59,Femenino,10,SAN BERNARDO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,31,31-35,Hurto a Personas,No aplica
144,14/01/2018,14,enero,"2,018",domingo,9:45,6:00 -11:59,Masculino,6,MANZANARES,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,41,41-45,Hurto a Personas,No aplica
145,14/01/2018,14,enero,"2,018",domingo,0:00,00:00 - 5:59,Masculino,6,CANAIMA,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,42,41-45,Hurto a Personas,No aplica
146,14/01/2018,14,enero,"2,018",domingo,17:30,12:00 -17:59,Masculino,Corregimiento Fortalecillas,VEREDA FORTALECILLAS,PISCINA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,68,>61,Hurto a Personas,No aplica
147,14/01/2018,14,enero,"2,018",domingo,1:15,00:00 - 5:59,Masculino,5,EL JARDIN,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a motos,BAJAJ
148,15/01/2018,15,enero,"2,018",lunes,3:30,00:00 - 5:59,Femenino,6,SAN JORGE,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,27,25-30,Hurto a Personas,No aplica
149,15/01/2018,15,enero,"2,018",lunes,12:00,12:00 -17:59,Femenino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,31,31-35,Hurto a Personas,No aplica
150,15/01/2018,15,enero,"2,018",lunes,19:00,18:00 -23:59,Femenino,9,VILLA MARCELA ETAPA I,VIAS PUBLICAS,Factor de oportunidad,Arma de fuego,A pie,A pie,32,31-35,Hurto a Personas,No aplica
151,15/01/2018,15,enero,"2,018",lunes,2:00,00:00 - 5:59,Femenino,6,TIMANCO,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,Motocicleta,35,31-35,Hurto a Personas,No aplica
152,15/01/2018,15,enero,"2,018",lunes,16:00,12:00 -17:59,Femenino,6,EL LIMONAR,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,39,36-40,Hurto a Personas,No aplica
153,15/01/2018,15,enero,"2,018",lunes,11:30,6:00 -11:59,Femenino,4,CENTRO,ALCALDIA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,40,36-40,Hurto a Personas,No aplica
154,15/01/2018,15,enero,"2,018",lunes,14:00,12:00 -17:59,Masculino,6,TUQUILA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,86,>61,Hurto a Personas,No aplica
155,15/01/2018,15,enero,"2,018",lunes,20:20,18:00 -23:59,Femenino,2,LOS PINOS,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
156,15/01/2018,15,enero,"2,018",lunes,23:00,18:00 -23:59,Masculino,7,CALIXTO LEYVA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
157,15/01/2018,15,enero,"2,018",lunes,0:00,00:00 - 5:59,Sin dato,4,CENTRO,EDIFICIO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
158,16/01/2018,16,enero,"2,018",martes,19:30,18:00 -23:59,Masculino,5,LA LIBERTAD,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,24,20-24,Hurto a Personas,No aplica
159,16/01/2018,16,enero,"2,018",martes,19:40,18:00 -23:59,Femenino,1,VILLA MAGDALENA NORTE,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,27,25-30,Hurto a Personas,No aplica
160,16/01/2018,16,enero,"2,018",martes,17:00,12:00 -17:59,Femenino,Corregimiento Río Las Ceibas,VEREDA SAN MIGUEL,FINCAS Y SIMILARES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a Personas,No aplica
161,16/01/2018,16,enero,"2,018",martes,21:30,18:00 -23:59,Femenino,6,ANDALUCIA I ETAPA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,34,31-35,Hurto a Personas,No aplica
162,16/01/2018,16,enero,"2,018",martes,2:00,00:00 - 5:59,Femenino,3,QUIRINAL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,39,36-40,Hurto a Personas,No aplica
163,16/01/2018,16,enero,"2,018",martes,14:00,12:00 -17:59,Femenino,6,ANDALUCIA I ETAPA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,44,41-45,Hurto a Personas,No aplica
164,16/01/2018,16,enero,"2,018",martes,21:00,18:00 -23:59,Femenino,8,PANORAMA ETAPA I,DENTRO DE LA VIVIENDA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,49,46-50,Hurto a Personas,No aplica
165,16/01/2018,16,enero,"2,018",martes,7:50,6:00 -11:59,Femenino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,52,51-55,Hurto a Personas,No aplica
166,16/01/2018,16,enero,"2,018",martes,20:00,18:00 -23:59,Masculino,3,JOSE EUSTACIO RIVERA,INTERIOR VEHICULO PARTICULAR,Rompimiento vidrio,Contundente,A pie,A pie,52,51-55,Hurto a Personas,No aplica
167,16/01/2018,16,enero,"2,018",martes,8:00,6:00 -11:59,Femenino,5,BUGANVILES,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,63,>61,Hurto a Personas,No aplica
168,16/01/2018,16,enero,"2,018",martes,9:00,6:00 -11:59,Masculino,2,VERSALLES,CASAS DE HABITACION,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
169,16/01/2018,16,enero,"2,018",martes,14:00,12:00 -17:59,Femenino,9,VILLA DIEGO,CASAS DE HABITACION,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
170,16/01/2018,16,enero,"2,018",martes,3:00,00:00 - 5:59,Sin dato,2,LOS PINOS,TALLERES,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
171,16/01/2018,16,enero,"2,018",martes,4:58,00:00 - 5:59,Sin dato,3,CHAPINERO,HELADERIA,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
172,16/01/2018,16,enero,"2,018",martes,7:00,6:00 -11:59,Sin dato,6,ZONA INDUSTRIAL,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
173,16/01/2018,16,enero,"2,018",martes,10:20,6:00 -11:59,Sin dato,5,VILLA ROSA,ALMACENES,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
174,16/01/2018,16,enero,"2,018",martes,18:30,18:00 -23:59,Sin dato,6,ZONA INDUSTRIAL,OFICINAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
175,16/01/2018,16,enero,"2,018",martes,21:00,18:00 -23:59,Femenino,5,VILLA REGINA,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,29,25-30,Hurto a motos,SUZUKI
176,17/01/2018,17,enero,"2,018",miércoles,19:30,18:00 -23:59,Femenino,3,JOSE EUSTACIO RIVERA,INTERIOR VEHICULO PARTICULAR,Rompimiento vidrio,Contundente,A pie,Vehículo,20,20-24,Hurto a Personas,No aplica
177,17/01/2018,17,enero,"2,018",miércoles,19:15,18:00 -23:59,Femenino,5,LOS GUADUALES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,26,25-30,Hurto a Personas,No aplica
178,17/01/2018,17,enero,"2,018",miércoles,5:30,00:00 - 5:59,Femenino,7,CALIXTO LEYVA,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,34,31-35,Hurto a Personas,No aplica
179,17/01/2018,17,enero,"2,018",miércoles,18:40,18:00 -23:59,Femenino,6,MANZANARES,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,40,36-40,Hurto a Personas,No aplica
180,17/01/2018,17,enero,"2,018",miércoles,18:20,18:00 -23:59,Femenino,9,TERCER MILENIO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,56,56-60,Hurto a Personas,No aplica
181,17/01/2018,17,enero,"2,018",miércoles,14:30,12:00 -17:59,Masculino,6,CANAIMA,VIAS PUBLICAS,Cosquilleo,Sin empleo de arma,Motocicleta,Motocicleta,57,56-60,Hurto a Personas,No aplica
182,17/01/2018,17,enero,"2,018",miércoles,10:00,6:00 -11:59,Masculino,8,LAS AMERICAS,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
183,17/01/2018,17,enero,"2,018",miércoles,0:30,00:00 - 5:59,Sin dato,3,JOSE EUSTACIO RIVERA,"BARES, CANTINAS Y SIMILARES",Llave maestra,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
184,17/01/2018,17,enero,"2,018",miércoles,9:20,6:00 -11:59,Sin dato,8,ACACIAS ETAPA I,FINCAS Y SIMILARES,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
185,18/01/2018,18,enero,"2,018",jueves,10:35,6:00 -11:59,Masculino,2,EL CORTIJO,VIAS PUBLICAS,Atraco,Arma blanca,Bicicleta,A pie,13,10-14,Hurto a Personas,No aplica
186,18/01/2018,18,enero,"2,018",jueves,11:10,6:00 -11:59,Femenino,4,CENTRO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,23,20-24,Hurto a Personas,No aplica
187,18/01/2018,18,enero,"2,018",jueves,11:15,6:00 -11:59,Femenino,2,LAS GRANJAS,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Bicicleta,27,25-30,Hurto a Personas,No aplica
188,18/01/2018,18,enero,"2,018",jueves,5:20,00:00 - 5:59,Femenino,10,ANTONIO BARAYA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,39,36-40,Hurto a Personas,No aplica
189,18/01/2018,18,enero,"2,018",jueves,17:00,12:00 -17:59,Femenino,7,CALIXTO LEYVA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,49,46-50,Hurto a Personas,No aplica
190,18/01/2018,18,enero,"2,018",jueves,4:50,00:00 - 5:59,Femenino,1,SANTA INES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,52,51-55,Hurto a Personas,No aplica
191,18/01/2018,18,enero,"2,018",jueves,16:30,12:00 -17:59,Femenino,1,SANTA INES,CASAS DE HABITACION,Engaño,Sin empleo de arma,Vehículo,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
192,18/01/2018,18,enero,"2,018",jueves,19:45,18:00 -23:59,Femenino,6,CUARTO CENTENARIO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
193,18/01/2018,18,enero,"2,018",jueves,6:30,6:00 -11:59,Sin dato,3,CHAPINERO,RESTAURANTES,Factor de oportunidad,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
194,19/01/2018,19,enero,"2,018",viernes,21:30,18:00 -23:59,Masculino,1,RODRIGO LARA BONILLA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,19,18-19,Hurto a Personas,No aplica
195,19/01/2018,19,enero,"2,018",viernes,3:30,00:00 - 5:59,Masculino,4,ALTICO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
196,19/01/2018,19,enero,"2,018",viernes,6:00,6:00 -11:59,Femenino,8,ACACIAS ETAPA I,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,24,20-24,Hurto a Personas,No aplica
197,19/01/2018,19,enero,"2,018",viernes,16:35,12:00 -17:59,Femenino,6,PUERTA DEL SOL,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,31,31-35,Hurto a Personas,No aplica
198,19/01/2018,19,enero,"2,018",viernes,5:40,00:00 - 5:59,Femenino,5,BUGANVILES,FRENTE A EDIFICIO - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,33,31-35,Hurto a Personas,No aplica
199,19/01/2018,19,enero,"2,018",viernes,21:30,18:00 -23:59,Masculino,4,SAN PEDRO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,47,46-50,Hurto a Personas,No aplica
200,19/01/2018,19,enero,"2,018",viernes,7:00,6:00 -11:59,Femenino,4,MODELO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Vehículo,50,46-50,Hurto a Personas,No aplica
201,19/01/2018,19,enero,"2,018",viernes,21:30,18:00 -23:59,Sin dato,4,SAN PEDRO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,Sin dato,Sin dato,Hurto a Personas,No aplica
202,19/01/2018,19,enero,"2,018",viernes,0:00,00:00 - 5:59,Sin dato,4,ALTICO,CASAS DE APUESTAS,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
203,19/01/2018,19,enero,"2,018",viernes,14:30,12:00 -17:59,Sin dato,10,ANTONIO NARIÑO,BODEGAS Y SIMILARES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
204,20/01/2018,20,enero,"2,018",sábado,10:00,6:00 -11:59,Masculino,Corregimiento Chapinero,VEREDA CHAPINERO,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Bicicleta,26,25-30,Hurto a Personas,No aplica
205,20/01/2018,20,enero,"2,018",sábado,4:20,00:00 - 5:59,Femenino,2,LAS GRANJAS,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,27,25-30,Hurto a Personas,No aplica
206,20/01/2018,20,enero,"2,018",sábado,18:40,18:00 -23:59,Masculino,10,LOS COLORES,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,28,25-30,Hurto a Personas,No aplica
207,20/01/2018,20,enero,"2,018",sábado,3:00,00:00 - 5:59,Masculino,9,ASENTAMIENTO DOLCEY ANDRADE,CALLEJÓN,Factor de oportunidad,Sin empleo de arma,A pie,Motocicleta,30,25-30,Hurto a Personas,No aplica
208,20/01/2018,20,enero,"2,018",sábado,16:15,12:00 -17:59,Femenino,6,SAN JORGE,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,31,31-35,Hurto a Personas,No aplica
209,20/01/2018,20,enero,"2,018",sábado,5:00,00:00 - 5:59,Masculino,6,ALTOS DEL LIMONAR ETAPA II,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,48,46-50,Hurto a Personas,No aplica
210,20/01/2018,20,enero,"2,018",sábado,2:00,00:00 - 5:59,Masculino,4,CENTRO,PARQUES,Atraco,Arma blanca,Taxi,A pie,49,46-50,Hurto a Personas,No aplica
211,20/01/2018,20,enero,"2,018",sábado,7:00,6:00 -11:59,Femenino,10,LAS PALMAS ETAPA I,CASAS DE HABITACION,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
212,20/01/2018,20,enero,"2,018",sábado,16:00,12:00 -17:59,Femenino,2,ALAMOS NORTE,CASAS DE HABITACION,Llave maestra,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
213,20/01/2018,20,enero,"2,018",sábado,13:50,12:00 -17:59,Masculino,10,ONCE DE NOVIEMBRE,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,21,20-24,Hurto a motos,SUZUKI
214,21/01/2018,21,enero,"2,018",domingo,2:00,00:00 - 5:59,Femenino,6,TERMINAL,TERMINAL DE TRANSPORTES,Factor de oportunidad,Sin empleo de arma,Pasajero de bus,Pasajero de bus,26,25-30,Hurto a Personas,No aplica
215,21/01/2018,21,enero,"2,018",domingo,0:20,00:00 - 5:59,Femenino,4,CENTRO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,31,31-35,Hurto a Personas,No aplica
216,21/01/2018,21,enero,"2,018",domingo,16:20,12:00 -17:59,Femenino,8,LOS ALPES,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,A pie,A pie,39,36-40,Hurto a Personas,No aplica
217,21/01/2018,21,enero,"2,018",domingo,17:00,12:00 -17:59,Masculino,4,ALTICO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
218,21/01/2018,21,enero,"2,018",domingo,12:30,12:00 -17:59,Sin dato,1,LOS DUJOS,CASETA VIGILANCIA EMPRESAS,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
219,21/01/2018,21,enero,"2,018",domingo,17:30,12:00 -17:59,Masculino,6,CUARTO CENTENARIO,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,Motocicleta,21,20-24,Hurto a motos,SUZUKI
220,21/01/2018,21,enero,"2,018",domingo,17:20,12:00 -17:59,Masculino,6,CUARTO CENTENARIO,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,Motocicleta,25,25-30,Hurto a motos,SUZUKI
221,22/01/2018,22,enero,"2,018",lunes,2:10,00:00 - 5:59,Femenino,2,LAS GRANJAS,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,20,20-24,Hurto a Personas,No aplica
222,22/01/2018,22,enero,"2,018",lunes,23:00,18:00 -23:59,Masculino,6,SANTA ISABEL,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,30,25-30,Hurto a Personas,No aplica
223,22/01/2018,22,enero,"2,018",lunes,12:00,12:00 -17:59,Femenino,4,LOS MARTIRES,RODANDO SOBRE VIA - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,Motocicleta,32,31-35,Hurto a Personas,No aplica
224,22/01/2018,22,enero,"2,018",lunes,13:30,12:00 -17:59,Femenino,6,TIMANCO,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,Motocicleta,33,31-35,Hurto a Personas,No aplica
225,22/01/2018,22,enero,"2,018",lunes,12:30,12:00 -17:59,Femenino,5,LA ORQUIDEA,FRENTE A RESIDENCIAS - VIA PUBLICA,Violación cerraduras,Contundente,Motocicleta,Vehículo,59,56-60,Hurto a Personas,No aplica
226,23/01/2018,23,enero,"2,018",martes,5:20,00:00 - 5:59,Femenino,4,CENTRO,VIAS PUBLICAS,Raponazo,Arma blanca,Motocicleta,Motocicleta,23,20-24,Hurto a Personas,No aplica
227,23/01/2018,23,enero,"2,018",martes,19:30,18:00 -23:59,Femenino,2,LAS GRANJAS,CALLEJÓN,Raponazo,Sin empleo de arma,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
228,23/01/2018,23,enero,"2,018",martes,8:00,6:00 -11:59,Femenino,6,TIMANCO,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Motocicleta,37,36-40,Hurto a Personas,No aplica
229,23/01/2018,23,enero,"2,018",martes,18:50,18:00 -23:59,Masculino,1,VILLA DEL RIO,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,Vehículo,43,41-45,Hurto a Personas,No aplica
230,23/01/2018,23,enero,"2,018",martes,3:40,00:00 - 5:59,Masculino,3,CHAPINERO,APARTAMENTO,Ventosa,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
231,23/01/2018,23,enero,"2,018",martes,9:00,6:00 -11:59,Masculino,2,VERSALLES,CASAS DE HABITACION,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
232,23/01/2018,23,enero,"2,018",martes,9:10,6:00 -11:59,Masculino,2,ALAMOS NORTE,CASAS DE HABITACION,Atraco,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
233,23/01/2018,23,enero,"2,018",martes,9:00,6:00 -11:59,Sin dato,6,ZONA INDUSTRIAL,EMPRESA,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
234,23/01/2018,23,enero,"2,018",martes,17:45,12:00 -17:59,Sin dato,6,MANZANARES,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
235,23/01/2018,23,enero,"2,018",martes,18:30,18:00 -23:59,Sin dato,4,CENTRO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
236,23/01/2018,23,enero,"2,018",martes,19:30,18:00 -23:59,Masculino,4,LOS MARTIRES,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,25,25-30,Hurto a motos,SUZUKI
237,24/01/2018,24,enero,"2,018",miércoles,11:00,6:00 -11:59,Femenino,4,CENTRO,OFICINAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,24,20-24,Hurto a Personas,No aplica
238,24/01/2018,24,enero,"2,018",miércoles,20:00,18:00 -23:59,Femenino,1,LA FORTALEZA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,25,25-30,Hurto a Personas,No aplica
239,24/01/2018,24,enero,"2,018",miércoles,15:50,12:00 -17:59,Femenino,2,CONDOMINIO CAPRI,INTERIOR VEHICULO PARTICULAR,Factor de oportunidad,Sin empleo de arma,A pie,A pie,26,25-30,Hurto a Personas,No aplica
240,24/01/2018,24,enero,"2,018",miércoles,6:00,6:00 -11:59,Femenino,6,SAN JORGE,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
241,24/01/2018,24,enero,"2,018",miércoles,5:30,00:00 - 5:59,Masculino,4,ALTICO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Vehículo,39,36-40,Hurto a Personas,No aplica
242,24/01/2018,24,enero,"2,018",miércoles,5:40,00:00 - 5:59,Femenino,10,ENRIQUE OLAYA HERRERA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Motocicleta,40,36-40,Hurto a Personas,No aplica
243,24/01/2018,24,enero,"2,018",miércoles,16:40,12:00 -17:59,Femenino,5,EL JARDIN,CASAS DE HABITACION,Atraco,Arma de fuego,Motocicleta,A pie,46,46-50,Hurto a Personas,No aplica
